AGE,workclass,education_level,EDUCATION-NUM,marital-status,OCCUPATION,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,event_time,random_flag,source_system
20, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,,,, United-States,<=80K,02/02/26 10:00,,batch
50, Self-emp-not-inc,,6,, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,<=80K,08/04/26,N,batch
18$, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States,<=80K,03/12/24,Y,web
60, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,,50, United-States,,16/04/24,,crm
42, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,22, United-States,<=80K,,N,web
49, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States,<=80K,01-18-2024 10:00:21,Y,crm
35, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales,, White, Female,0,0,40, United-States,<=80K,01/10/24,,app
30, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse,, Husband, White, Male,0,0.0k,60, Iran,<=80K,13/07/25,,app
59, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,,29/09/24,,web
24, Self-emp-inc, HS-grad,9, Never-married, Other-service, Not-in-family,, Male,13550,0,50, United-States,>80K,26/06/24,N,app
55, Private, Assoc-acdm,12, Divorced, Adm-clerical,, White, Female,0,0,, United-States,<=80K,20/06/24,Y,batch
19, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,<=80K,05-16-2024 10:00:21,Y,batch
39, Private, HS-grad,9, Married-civ-spouse,,, White, Male,0.0$,0,40.00%, United-States,<=80K,28/12/24,N,app
, Private, Some-college,10, Divorced, Exec-managerial,, White, Female,0,0,, United-States,<=80K,23/03/26,Y,crm
, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States,>80K,07-25-2025 10:00:21,Y,web
21, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,<=80K,23/03/24,N,crm
23, Private, Bachelors,13, Never-married, Tech-support, Own-child,,,0,0,40, United-States,<=80K,27/04/25,Y,web
,, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0.0k,30, United-States,<=80K,14/10/24,N,crm
55, Self-emp-not-inc, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,,0,55, United-States,>80K,20/01/24,,batch
19, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,<=80K,09/09/25,,web
, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, United-States,<=80K,09-13-2025 10:00:21,N,batch
46, Private, HS-grad,, Married-civ-spouse, Transport-moving,, White, Male,15024,0,44, United-States,>80K,10/02/24 10:00,Y,batch
23, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,23.00%, United-States,<=80K,12-17-2025 10:00:21,Y,web
47$, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,>80K,12/12/24 10:00,Y,crm
23, Private, Some-college,10.00%, Never-married, Sales, Own-child, White, Female,0,0,, United-States,<=80K,03/07/24,N,batch
42, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,>80K,03/02/25,Y,web
22, State-gov, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,<=80K,18/03/25,Y,app
, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States,<=80K,17/12/23,,crm
37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial,, White, Male,0,1977,50, United-States,>80K,21/09/24,,app
34,, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0.0k,50, United-States,<=80K,10-29-2025 10:00:21,Y,crm
30,, Assoc-acdm,, Separated, Other-service, Unmarried, White, Female,0,0.0k,40, United-States,<=80K,07/10/24,Y,web
62, Self-emp-not-inc, Some-college,10,, Farming-fishing, Unmarried, White, Female,0,0,50, United-States,<=80K,01/07/24 10:00,,batch
51, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,<=80K,10/07/25 10:00,N,crm
34, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0.0$,0,30, United-States,<=80K,,Y,web
28, Self-emp-not-inc, Masters,, Never-married, Prof-specialty, Own-child, White, Male,0,0,, United-States,,16/05/24,,web
56$, Private, 10th,, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0$,0,40, United-States,<=80K,08-31-2024 10:00:21,,crm
46, Private, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Female,0,0,30, United-States,<=80K,14/04/25,Y,web
46, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0.0$,1887,45.00%, United-States,>80K,26/09/23,N,batch
23, Local-gov, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,40, Guatemala,<=80K,06/05/24 10:00,Y,crm
33, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,30, United-States,<=80K,08-24-2024 10:00:21,Y,app
, Private, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0.0$,0,40, United-States,<=80K,13/06/25,Y,web
21, Private,,10, Never-married, Adm-clerical, Own-child, Black,,0,0,20, United-States,<=80K,19/02/25,,web
36, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, Mexico,>80K,12-16-2023 10:00:21,N,web
37$, Local-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White,,0,0,36, United-States,<=80K,08/12/24 10:00,Y,web
, Local-gov, 11th,7.00%, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,<=80K,,,app
36, Private, HS-grad,, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,60.00%,,>80K,26/07/24,N,web
24, Private, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,2354,0,, United-States,<=80K,12/08/25,Y,web
26, Private, Assoc-acdm,12, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States,<=80K,02/03/26,Y,web
37, Private, HS-grad,9.00%, Divorced, Sales,, White, Female,0,0,60,,<=80K,09/10/24,,batch
34,, HS-grad,9.00%, Married-civ-spouse, Craft-repair,, White, Male,,0,50, United-States,,01-17-2026 10:00:21,N,crm
33, Private, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,<=80K,25/01/24,N,batch
33, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Protective-serv, Husband,, Male,0,0,, United-States,<=80K,10-14-2023 10:00:21,N,batch
20, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,,8, Mexico,<=80K,29/03/24,Y,batch
26, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,<=80K,29/08/25,,app
47, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0$,0,20.00%, United-States,>80K,08/08/25,N,app
17, Private, 11th,, Never-married, Sales, Own-child, White, Female,0,0.0k,20, United-States,<=80K,23/02/25,N,app
53, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1485,40, United-States,<=80K,26/12/23,N,web
31, Private, Some-college,10, Divorced, Sales, Own-child, White, Female,0,0,35, United-States,<=80K,05/02/25,Y,crm
34, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband,, Male,0,0,40, United-States,<=80K,11/09/24,Y,app
23, Private, 5th-6th,3,, Other-service, Husband, White, Male,0,,, Mexico,<=80K,11/03/23 10:00,Y,web
39$, Private, Bachelors,13.00%, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0.0k,45, United-States,>80K,,N,app
21, Private, Some-college,10.00%,, Adm-clerical, Own-child, White, Female,0,0,20, United-States,<=80K,09/12/24,Y,crm
40, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0.0k,35.00%, United-States,<=80K,03/03/26,N,web
54, Local-gov, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40,,>80K,,N,app
32, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,2002,40, Iran,<=80K,13/02/24,Y,web
29,, HS-grad,,, Other-service, Wife, White, Female,2635.0$,0,40, United-States,,15/07/25,Y,batch
27, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States,>80K,11/09/23 10:00,N,batch
54, Private, Some-college,10.00%, Never-married, Exec-managerial, Not-in-family, White, Male,,0,40.00%, United-States,>80K,02/10/24 10:00,N,web
23, Private, HS-grad,9, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,40, United-States,<=80K,11-15-2025 10:00:21,,crm
38, Private,,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States,>80K,20/01/24,,crm
54, Private,,9, Married-civ-spouse,, Wife, White, Female,0,,35, United-States,<=80K,09/05/25 10:00,Y,web
21, Private, Some-college,10, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,1974,40, United-States,<=80K,18/08/25,N,crm
40, Private, Assoc-voc,11,, Prof-specialty, Not-in-family, White, Male,0,0,42.00%, United-States,<=80K,28/03/25,,app
19, Private, 10th,6, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,<=80K,01/04/25,N,batch
35, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,<=80K,12-20-2025 10:00:21,,app
39, Private, Some-college,10.00%, Never-married, Adm-clerical, Own-child, White, Female,2174,0.0k,45, United-States,<=80K,20/02/24,Y,crm
41, Private, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,>80K,09-22-2025 10:00:21,,app
, Private, Some-college,10.00%,, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=80K,07/01/24,,web
35, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States,<=80K,14/01/24,,web
, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States,<=80K,28/02/25,N,web
45, Private, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,,,40.00%, United-States,<=80K,27/11/25,N,crm
83$, Private, HS-grad,9, Widowed, Protective-serv, Not-in-family, White, Male,0,0,55, United-States,,11-23-2023 10:00:21,Y,web
59, Private, HS-grad,9.00%, Separated, Other-service,, White, Female,0,0,40, United-States,,11/11/25 10:00,Y,batch
18, Private, 9th,5,, Other-service, Own-child, Black, Male,0,0,15, United-States,<=80K,12/03/24,N,app
31, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,, United-States,<=80K,08/05/25,Y,web
43, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States,>80K,,N,web
24,, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=80K,20/04/26,Y,crm
33, Private, Assoc-voc,11.00%, Married-civ-spouse, Machine-op-inspct,, White, Male,0,0,50, United-States,<=80K,16/01/26,N,batch
48, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,52.00%, United-States,<=80K,11-14-2023 10:00:21,,crm
27, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,, Dominican-Republic,<=80K,26/04/25,,web
41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0$,0,40, United-States,<=80K,05-13-2025 10:00:21,N,batch
25, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,25, Mexico,<=80K,21/08/24,,batch
53, Private, HS-grad,9, Divorced, Transport-moving,, White, Male,0,0,40, United-States,>80K,03-18-2026 10:00:21,Y,app
66$, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,<=80K,02/04/26,Y,app
31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0.0k,40, United-States,>80K,24/08/24,,app
30, State-gov, Bachelors,13, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,,40, United-States,<=80K,01/11/25,,batch
, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,,40, United-States,<=80K,18/10/24,,crm
47$, Self-emp-inc, Bachelors,13,, Sales, Husband, White, Male,15024,0,60, United-States,>80K,09-19-2025 10:00:21,Y,batch
74, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>80K,28/09/24,N,batch
37$, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1485,70.00%, United-States,>80K,05/06/25,N,batch
35, Self-emp-not-inc, Some-college,10, Separated, Farming-fishing, Not-in-family, White, Male,4101,,60, United-States,<=80K,02/09/25,Y,crm
51$, Self-emp-not-inc,,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1672.0k,70, United-States,,07-26-2024 10:00:21,,crm
40, Private, Some-college,10, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States,<=80K,04/01/26,N,app
51, Local-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States,,16/01/25,Y,web
26$,, 10th,6, Married-civ-spouse,, Wife, White, Female,0,0,40, United-States,<=80K,26/11/24,N,crm
53, Private, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,,29/07/24,Y,web
32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3781,0,40, United-States,<=80K,25/02/24,,batch
29, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband,, Male,0,0,40, South,<=80K,15/07/24,,web
42, Private,,9.00%, Separated, Adm-clerical, Not-in-family, White, Male,,0.0k,40, United-States,<=80K,13/11/23,,app
22, Private, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,, United-States,<=80K,06/06/24 10:00,Y,app
33, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,,0,40, United-States,<=80K,18/08/24,,web
21,, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,, United-States,<=80K,02/11/23,,web
46$, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White,,0,,45, United-States,>80K,14/04/26,N,batch
,, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40.00%, United-States,,04/05/25,Y,app
29, Private, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0.0k,40, Mexico,<=80K,17/06/25,Y,app
29, Federal-gov,,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48.00%, United-States,<=80K,,N,app
33, Private, Doctorate,16.00%, Divorced, Sales, Not-in-family, White, Male,99999,0,60, United-States,>80K,11-19-2024 10:00:21,,web
50, Private, Assoc-acdm,, Divorced, Craft-repair, Not-in-family, White, Male,0.0$,0,40, United-States,,16/04/25,N,web
22, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States,<=80K,29/04/24,N,batch
40, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=80K,01/04/25 10:00,,app
, Private, HS-grad,, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0.0$,0.0k,45, United-States,<=80K,09-13-2023 10:00:21,,app
54$, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,,<=80K,10-23-2025 10:00:21,N,web
29, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=80K,12-15-2023 10:00:21,Y,batch
49,, HS-grad,9,, Machine-op-inspct, Unmarried, Black, Female,0,,40, United-States,<=80K,,,crm
46,, 11th,7, Widowed, Other-service, Not-in-family, White, Female,0,0,, El-Salvador,<=80K,27/12/23,,batch
,, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8.00%, United-States,<=80K,09-18-2025 10:00:21,,crm
27, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States,<=80K,06-28-2024 10:00:21,Y,app
56, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0.0k,40, United-States,<=80K,14/08/23,N,crm
64, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,60, Philippines,>80K,02/06/26 10:00,Y,batch
23, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife,, Female,0,,25, United-States,<=80K,28/10/25,N,batch
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,,0,40, United-States,>80K,18/05/24,Y,app
39, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,>80K,09/09/25,,app
26, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,<=80K,07/08/25 10:00,N,web
31, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40.00%, United-States,<=80K,03/02/26,N,crm
36, Private,,13, Divorced, Adm-clerical, Unmarried, White, Female,0,,40, United-States,<=80K,27/07/25,Y,batch
43, Private, HS-grad,9.00%, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0.0k,40, United-States,>80K,05-16-2024 10:00:21,N,app
25, Private, Some-college,10, Never-married, Adm-clerical,, White, Female,0,0,50, United-States,<=80K,09/02/25,Y,batch
27, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=80K,15/09/25,Y,app
24, Private, 12th,, Never-married, Sales, Not-in-family, White, Male,0,,40, United-States,<=80K,29/07/24,Y,crm
50$, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,20, United-States,<=80K,12-25-2024 10:00:21,N,crm
30,, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0.0k,40, United-States,<=80K,26/10/24,,batch
, Private, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,,05/10/24,Y,crm
41, Local-gov, Masters,14, Divorced,, Unmarried, White, Female,7430,0,36, United-States,>80K,04/09/26 10:00,,app
29, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45.00%, United-States,<=80K,09/10/23 10:00,N,batch
31, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40.00%, United-States,<=80K,06/01/25 10:00,,web
, Private, Some-college,10.00%, Divorced, Exec-managerial, Not-in-family, White, Female,0,,40.00%, Italy,<=80K,08/09/24,,crm
20, Private, 11th,7, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,50, United-States,<=80K,09/11/25 10:00,N,crm
37$, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,<=80K,,Y,web
28,, HS-grad,9.00%, Never-married, Other-service, Own-child, Black, Male,,0,30, United-States,<=80K,,,crm
39, Private, HS-grad,9.00%, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,>80K,08/12/25 10:00,N,crm
46, State-gov, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,,0,40, United-States,,24/07/25,Y,crm
